Date,BR Activity,BR Futures,Dolar Ref,BR Futures P&L,US Activity,US Futures,US Futures P&L,US Equities P&L,Futures P&L,Total P&L,Return in %,Total P&L Cum Sum,Return Cum Sum
13/01/2021,0.0,2677.02,5.3125,503.9096470588235,0.0,179.5502500000843,179.5502500000843,0.0,683.4598970589078,683.4598970589078,0.08818837381405262,987.1025848264181,0.12736807546147214
14/01/2021,0.0,-12401.28,5.1989,-2385.3661351439728,0.0,-688.9500000002486,-688.9500000002486,0.0,-3074.3161351442213,-3074.3161351442213,-0.396685952921835,-2087.2135503178033,-0.26931787746036284
15/01/2021,105334.0,64582.73,5.2961,32083.36889409188,-20000.0,-16008.500000000276,-36008.50000000028,0.0,-3925.1311059083964,-3925.1311059083964,-0.5064685297946317,-6012.3446562262,-0.7757864072549946
18/01/2021,0.0,18764.06,5.2810000000000015,3553.1263018367727,0.0,788.0,788.0,0.0,4341.126301836773,4341.126301836773,0.560145329269261,-1671.218354389427,-0.21564107798573362
19/01/2021,0.0,171574.39,5.3533,32050.21015074814,0.0,-18065.565004999808,-18065.565004999808,0.0,13984.64514574833,13984.64514574833,1.8044703413868812,12313.426791358903,1.5888292634011476
20/01/2021,0.0,152695.14,5.3166,28720.44915923711,0.0,-31986.74960000025,-31986.74960000025,0.0,-3266.3004407631415,-3266.3004407631415,-0.4214581213887925,9047.126350595761,1.1673711420123551
21/01/2021,0.0,-3239.6,5.3725,-602.9967426710098,0.0,331.00000000001063,331.00000000001063,0.0,-271.99674267099914,-271.99674267099914,-0.035096353893032145,8775.129607924762,1.132274788119323
22/01/2021,-280000.0,69808.76,5.465,-38461.34309240622,51692.94391,-5557.795200000066,46135.148709999936,0.0,7673.805617593716,7673.805617593716,0.990168466786286,16448.93522551848,2.122443254905609
26/01/2021,0.0,-42293.29,5.3514,-7903.219718204582,0.0,-4138.000000000162,-4138.000000000162,0.0,-12041.219718204744,-12041.219718204744,-1.5537057700909347,4407.715507313735,0.5687374848146745
27/01/2021,0.0,452653.44,5.377999999999999,84167.61621420603,0.0,-68895.64995000004,-68895.64995000004,0.0,15271.966264206,15271.966264206,1.970576292155613,19679.681771519732,2.539313776970287
